date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:19:17	35096/35096	---M--	200	added ('OK')	image/jpeg	etag:%228918-5bb3f5d28e1c6%22	https://preview.colorlib.com/theme/knuford/images/person_3.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/person_3.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:17	13314/13314	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Nov%202021%2003:49:18%20GMT	https://preview.colorlib.com/theme/knuford/blog-single.html	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/blog-single.html	(from https://preview.colorlib.com/theme/knuford/)
07:19:17	332368/332368	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/knuford/images/ximage_1.jpg.pagespeed.ic.sYEsLcUyj_.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/ximage_1.jpg.pagespeed.ic.sYEsLcUyj_.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:18	91213/91213	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:35:01%20GMT	https://preview.colorlib.com/theme/knuford/images/ximage_2.jpg.pagespeed.ic.cSUVyMwItV.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/ximage_2.jpg.pagespeed.ic.cSUVyMwItV.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:18	106515/106515	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:35:02%20GMT	https://preview.colorlib.com/theme/knuford/images/ximage_3.jpg.pagespeed.ic.5zztMSovUH.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/ximage_3.jpg.pagespeed.ic.5zztMSovUH.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:18	77695/77695	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:35:05%20GMT	https://preview.colorlib.com/theme/knuford/images/ximage_4.jpg.pagespeed.ic.0mxmKkOd81.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/ximage_4.jpg.pagespeed.ic.0mxmKkOd81.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:19	135844/135844	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:35:05%20GMT	https://preview.colorlib.com/theme/knuford/images/ximage_5.jpg.pagespeed.ic.uC7KZcyuOx.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/ximage_5.jpg.pagespeed.ic.uC7KZcyuOx.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:19	124413/124413	---M--	200	added ('OK')	image/jpeg	etag:%221e5fd-5bb3f5d54d3a6%22	https://preview.colorlib.com/theme/knuford/images/image_6.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/image_6.jpg	(from https://preview.colorlib.com/theme/knuford/)
07:19:19	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226185317c-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:19	80821/80821	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213bb5-5bb3f5e754694-gzip%22	https://preview.colorlib.com/theme/knuford/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/bootstrap.bundle.min.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:20	100605/100605	---MCZ	200	added ('OK')	application/javascript	etag:W/%22188fd-5bb3f5f05418b-gzip%22	https://preview.colorlib.com/theme/knuford/js/tiny-slider.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/tiny-slider.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:20	72206/72206	---MCZ	200	added ('OK')	application/javascript	etag:W/%220%22	https://preview.colorlib.com/theme/knuford/js/glightbox.min.js+aos.js+typewritter.js.pagespeed.jc.krvZqN032w.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/glightbox.min.js+aos.js+typewritter.js.pagespeed.jc.krvZqN032w.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:20	9476/9476	---MCZ	200	added ('OK')	application/javascript	etag:W/%222504-5bb3f5f241415-gzip%22	https://preview.colorlib.com/theme/knuford/js/slideNav.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/slideNav.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:21	6341/6341	---MCZ	200	added ('OK')	application/javascript	etag:W/%220%22	https://preview.colorlib.com/theme/knuford/js/google-map.js+main.js.pagespeed.jc.xh_VzmgBjB.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/google-map.js+main.js.pagespeed.jc.xh_VzmgBjB.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:21	13795/13795	---MCZ	200	added ('OK')	text/javascript	etag:W/2021.9.0	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/knuford/static.cloudflareinsights.com/beacon.min.js	(from https://preview.colorlib.com/theme/knuford/)
07:19:22	4762/4762	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22129a-5bb3ff56be34e%22	https://preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.eot	(from https://preview.colorlib.com/theme/knuford/css/A.animate.css+flaticon.css+tiny-slider.css+glightbox.min.css+aos.css+style.css,Mcc.c00jH6hmbz.css.pagespeed.cf.AFASkYfk42.css)
07:19:22	4762/4762	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22129a-5bb3ff56be34e%22	https://preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.eot?	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/knuford/css/A.animate.css+flaticon.css+tiny-slider.css+glightbox.min.css+aos.css+style.css,Mcc.c00jH6hmbz.css.pagespeed.cf.AFASkYfk42.css)
07:19:22	3160/3160	---M--	200	added ('OK')	font/woff	etag:%22c58-5bb3ff56bd3ae%22	https://preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.woff	(from https://preview.colorlib.com/theme/knuford/css/A.animate.css+flaticon.css+tiny-slider.css+glightbox.min.css+aos.css+style.css,Mcc.c00jH6hmbz.css.pagespeed.cf.AFASkYfk42.css)
07:19:23	4584/4584	---MCZ	200	added ('OK')	font/ttf	etag:W/%2211e8-5bb3ff57ad762%22	https://preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/knuford/css/A.animate.css+flaticon.css+tiny-slider.css+glightbox.min.css+aos.css+style.css,Mcc.c00jH6hmbz.css.pagespeed.cf.AFASkYfk42.css)
07:19:23	21783/21783	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225517-5bb3ff5a30081%22	https://preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/fonts/flaticon/font/Flaticon.svg	(from https://preview.colorlib.com/theme/knuford/css/A.animate.css+flaticon.css+tiny-slider.css+glightbox.min.css+aos.css+style.css,Mcc.c00jH6hmbz.css.pagespeed.cf.AFASkYfk42.css)
07:19:23	687/687	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Nov%202021%2003:49:24%20GMT	https://preview.colorlib.com/theme/knuford/blog.html	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/blog.html	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:24	350245/350245	---M--	200	added ('OK')	image/jpeg	etag:%2255825-5bb3f5d2d8543%22	https://preview.colorlib.com/theme/knuford/images/image_1.jpg	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/images/image_1.jpg	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:24	54228/54228	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d3d4-5bb3f5f32d94a%22	https://preview.colorlib.com/theme/knuford/js/glightbox.min.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/glightbox.min.js	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:24	14243/14243	---MCZ	200	added ('OK')	application/javascript	etag:W/%2237a3-5bb3f5f1ceffa%22	https://preview.colorlib.com/theme/knuford/js/aos.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/aos.js	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:24	1753/1753	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d9-5bb3f5eb37847%22	https://preview.colorlib.com/theme/knuford/js/typewritter.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/typewritter.js	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:25	4605/4605	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211fd-5bb3f5e655880%22	https://preview.colorlib.com/theme/knuford/js/slideNav.min.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/slideNav.min.js	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:25	1946/1946	---MCZ	200	added ('OK')	application/javascript	etag:W/%2279a-5bb3f5e757574%22	https://preview.colorlib.com/theme/knuford/js/google-map.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/google-map.js	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
07:19:25	4049/4049	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fd1-5bb3f5e837f2a%22	https://preview.colorlib.com/theme/knuford/js/main.js	C:/My%20Web%20Sites/knuford/preview.colorlib.com/theme/knuford/js/main.js	(from https://preview.colorlib.com/theme/knuford/blog-single.html)
